lwin11,index_date,name,vintage,producer,lwin7,region
11226622007,Jan-20,"Opus One, Napa Valley",2007,Opus One,1122662,California
10042852015,Jan-20,"Penfolds, Grange, South Australia",2015,Penfolds,1004285,South Australia
10042852014,Jan-20,"Penfolds, Grange, South Australia",2014,Penfolds,1004285,South Australia
10042852013,Jan-20,"Penfolds, Grange, South Australia",2013,Penfolds,1004285,South Australia
10042852012,Jan-20,"Penfolds, Grange, South Australia",2012,Penfolds,1004285,South Australia
10042852011,Jan-20,"Penfolds, Grange, South Australia",2011,Penfolds,1004285,South Australia
10042852010,Jan-20,"Penfolds, Grange, South Australia",2010,Penfolds,1004285,South Australia
10042852009,Jan-20,"Penfolds, Grange, South Australia",2009,Penfolds,1004285,South Australia
10042852008,Jan-20,"Penfolds, Grange, South Australia",2008,Penfolds,1004285,South Australia
10042852007,Jan-20,"Penfolds, Grange, South Australia",2007,Penfolds,1004285,South Australia
10042852006,Jan-20,"Penfolds, Grange, South Australia",2006,Penfolds,1004285,South Australia
11078692017,Jan-20,"Taylor's, Vintage Port",2017,Taylor's,1107869,Porto
11078692016,Jan-20,"Taylor's, Vintage Port",2016,Taylor's,1107869,Porto
11078692011,Jan-20,"Taylor's, Vintage Port",2011,Taylor's,1107869,Porto
11078692009,Jan-20,"Taylor's, Vintage Port",2009,Taylor's,1107869,Porto
11078692007,Jan-20,"Taylor's, Vintage Port",2007,Taylor's,1107869,Porto
11078692003,Jan-20,"Taylor's, Vintage Port",2003,Taylor's,1107869,Porto
11078692000,Jan-20,"Taylor's, Vintage Port",2000,Taylor's,1107869,Porto
11078691997,Jan-20,"Taylor's, Vintage Port",1997,Taylor's,1107869,Porto
11078691994,Jan-20,"Taylor's, Vintage Port",1994,Taylor's,1107869,Porto
11078691992,Jan-20,"Taylor's, Vintage Port",1992,Taylor's,1107869,Porto
11213592009,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2009,Vega Sicilia,1121359,Castilla y Leon
11213592008,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2008,Vega Sicilia,1121359,Castilla y Leon
11213592007,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2007,Vega Sicilia,1121359,Castilla y Leon
11213592006,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2006,Vega Sicilia,1121359,Castilla y Leon
11213592005,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2005,Vega Sicilia,1121359,Castilla y Leon
11213592004,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2004,Vega Sicilia,1121359,Castilla y Leon
11213592003,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2003,Vega Sicilia,1121359,Castilla y Leon
11213592002,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2002,Vega Sicilia,1121359,Castilla y Leon
11213592000,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",2000,Vega Sicilia,1121359,Castilla y Leon
11213591999,Jan-20,"Vega Sicilia, Unico, Ribera del Duero",1999,Vega Sicilia,1121359,Castilla y Leon
16962112016,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2016,Screaming Eagle,1696211,California
16962112015,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2015,Screaming Eagle,1696211,California
16962112014,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2014,Screaming Eagle,1696211,California
16962112013,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2013,Screaming Eagle,1696211,California
16962112012,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2012,Screaming Eagle,1696211,California
16962112011,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2011,Screaming Eagle,1696211,California
16962112010,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2010,Screaming Eagle,1696211,California
16962112009,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2009,Screaming Eagle,1696211,California
16962112008,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2008,Screaming Eagle,1696211,California
16962112007,Jan-20,"Screaming Eagle, Cabernet Sauvignon, Oakville",2007,Screaming Eagle,1696211,California
10953622007,Jan-20,"Guado Al Tasso, Bolgheri",2007,Antinori (Guado al Tasso),1095362,Tuscany
10953622008,Jan-20,"Guado Al Tasso, Bolgheri",2008,Antinori (Guado al Tasso),1095362,Tuscany
10953622009,Jan-20,"Guado Al Tasso, Bolgheri",2009,Antinori (Guado al Tasso),1095362,Tuscany
10953622010,Jan-20,"Guado Al Tasso, Bolgheri",2010,Antinori (Guado al Tasso),1095362,Tuscany
10953622011,Jan-20,"Guado Al Tasso, Bolgheri",2011,Antinori (Guado al Tasso),1095362,Tuscany
10953622012,Jan-20,"Guado Al Tasso, Bolgheri",2012,Antinori (Guado al Tasso),1095362,Tuscany
10953622013,Jan-20,"Guado Al Tasso, Bolgheri",2013,Antinori (Guado al Tasso),1095362,Tuscany
10953622014,Jan-20,"Guado Al Tasso, Bolgheri",2014,Antinori (Guado al Tasso),1095362,Tuscany
10953622015,Jan-20,"Guado Al Tasso, Bolgheri",2015,Antinori (Guado al Tasso),1095362,Tuscany
10953622016,Jan-20,"Guado Al Tasso, Bolgheri",2016,Antinori (Guado al Tasso),1095362,Tuscany
10996052007,Jan-20,"Gaja, Barbaresco",2007,Gaja,1099605,Piedmont
10996052008,Jan-20,"Gaja, Barbaresco",2008,Gaja,1099605,Piedmont
10996052009,Jan-20,"Gaja, Barbaresco",2009,Gaja,1099605,Piedmont
10996052010,Jan-20,"Gaja, Barbaresco",2010,Gaja,1099605,Piedmont
10996052011,Jan-20,"Gaja, Barbaresco",2011,Gaja,1099605,Piedmont
10996052012,Jan-20,"Gaja, Barbaresco",2012,Gaja,1099605,Piedmont
10996052013,Jan-20,"Gaja, Barbaresco",2013,Gaja,1099605,Piedmont
10996052014,Jan-20,"Gaja, Barbaresco",2014,Gaja,1099605,Piedmont
10996052015,Jan-20,"Gaja, Barbaresco",2015,Gaja,1099605,Piedmont
10996052016,Jan-20,"Gaja, Barbaresco",2016,Gaja,1099605,Piedmont
11748892006,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2006,Gaja,1174889,Piedmont
11748892007,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2007,Gaja,1174889,Piedmont
11748892008,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2008,Gaja,1174889,Piedmont
11748892009,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2009,Gaja,1174889,Piedmont
11748892010,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2010,Gaja,1174889,Piedmont
11748892011,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2011,Gaja,1174889,Piedmont
11748892013,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2013,Gaja,1174889,Piedmont
11748892014,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2014,Gaja,1174889,Piedmont
11748892015,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2015,Gaja,1174889,Piedmont
11748892016,Jan-20,"Gaja, Barbaresco, Sori San Lorenzo",2016,Gaja,1174889,Piedmont
10996342005,Jan-20,"Gaja, Barolo, Sperss",2005,Gaja,1099634,Piedmont
10996342006,Jan-20,"Gaja, Barolo, Sperss",2006,Gaja,1099634,Piedmont
10996342007,Jan-20,"Gaja, Barolo, Sperss",2007,Gaja,1099634,Piedmont
10996342008,Jan-20,"Gaja, Barolo, Sperss",2008,Gaja,1099634,Piedmont
10996342009,Jan-20,"Gaja, Barolo, Sperss",2009,Gaja,1099634,Piedmont
10996342010,Jan-20,"Gaja, Barolo, Sperss",2010,Gaja,1099634,Piedmont
10996342011,Jan-20,"Gaja, Barolo, Sperss",2011,Gaja,1099634,Piedmont
10996342013,Jan-20,"Gaja, Barolo, Sperss",2013,Gaja,1099634,Piedmont
10996342014,Jan-20,"Gaja, Barolo, Sperss",2014,Gaja,1099634,Piedmont
10996342015,Jan-20,"Gaja, Barolo, Sperss",2015,Gaja,1099634,Piedmont
11607432007,Jan-20,"Masseto, Toscana",2007,Masseto,1160743,Tuscany
11607432008,Jan-20,"Masseto, Toscana",2008,Masseto,1160743,Tuscany
11607432009,Jan-20,"Masseto, Toscana",2009,Masseto,1160743,Tuscany
11607432010,Jan-20,"Masseto, Toscana",2010,Masseto,1160743,Tuscany
11607432011,Jan-20,"Masseto, Toscana",2011,Masseto,1160743,Tuscany
11607432012,Jan-20,"Masseto, Toscana",2012,Masseto,1160743,Tuscany
11607432013,Jan-20,"Masseto, Toscana",2013,Masseto,1160743,Tuscany
11607432014,Jan-20,"Masseto, Toscana",2014,Masseto,1160743,Tuscany
11607432015,Jan-20,"Masseto, Toscana",2015,Masseto,1160743,Tuscany
11607432016,Jan-20,"Masseto, Toscana",2016,Masseto,1160743,Tuscany
11020242016,Jan-20,"Ornellaia, Bolgheri",2016,Ornellaia,1102024,Tuscany
11020242015,Jan-20,"Ornellaia, Bolgheri",2015,Ornellaia,1102024,Tuscany
11020242014,Jan-20,"Ornellaia, Bolgheri",2014,Ornellaia,1102024,Tuscany
11020242013,Jan-20,"Ornellaia, Bolgheri",2013,Ornellaia,1102024,Tuscany
11020242012,Jan-20,"Ornellaia, Bolgheri",2012,Ornellaia,1102024,Tuscany
11020242011,Jan-20,"Ornellaia, Bolgheri",2011,Ornellaia,1102024,Tuscany
11020242010,Jan-20,"Ornellaia, Bolgheri",2010,Ornellaia,1102024,Tuscany
11020242009,Jan-20,"Ornellaia, Bolgheri",2009,Ornellaia,1102024,Tuscany
11020242008,Jan-20,"Ornellaia, Bolgheri",2008,Ornellaia,1102024,Tuscany
11020242007,Jan-20,"Ornellaia, Bolgheri",2007,Ornellaia,1102024,Tuscany
11020372016,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2016,Tenuta San Guido,1102037,Tuscany
11020372015,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2015,Tenuta San Guido,1102037,Tuscany
11020372014,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2014,Tenuta San Guido,1102037,Tuscany
11020372013,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2013,Tenuta San Guido,1102037,Tuscany
11020372012,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2012,Tenuta San Guido,1102037,Tuscany
11020372011,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2011,Tenuta San Guido,1102037,Tuscany
11020372010,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2010,Tenuta San Guido,1102037,Tuscany
11020372009,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2009,Tenuta San Guido,1102037,Tuscany
11020372008,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2008,Tenuta San Guido,1102037,Tuscany
11020372007,Jan-20,"Sassicaia, Tenuta San Guido, Bolgheri",2007,Tenuta San Guido,1102037,Tuscany
10953882007,Jan-20,"Solaia, Toscana",2007,Antinori,1095388,Tuscany
10953882008,Jan-20,"Solaia, Toscana",2008,Antinori,1095388,Tuscany
10953882009,Jan-20,"Solaia, Toscana",2009,Antinori,1095388,Tuscany
10953882010,Jan-20,"Solaia, Toscana",2010,Antinori,1095388,Tuscany
10953882011,Jan-20,"Solaia, Toscana",2011,Antinori,1095388,Tuscany
10953882012,Jan-20,"Solaia, Toscana",2012,Antinori,1095388,Tuscany
10953882013,Jan-20,"Solaia, Toscana",2013,Antinori,1095388,Tuscany
10953882014,Jan-20,"Solaia, Toscana",2014,Antinori,1095388,Tuscany
10953882015,Jan-20,"Solaia, Toscana",2015,Antinori,1095388,Tuscany
10953882016,Jan-20,"Solaia, Toscana",2016,Antinori,1095388,Tuscany
10953912016,Jan-20,"Tignanello, Toscana",2016,Antinori,1095391,Tuscany
10953912015,Jan-20,"Tignanello, Toscana",2015,Antinori,1095391,Tuscany
10953912014,Jan-20,"Tignanello, Toscana",2014,Antinori,1095391,Tuscany
10953912013,Jan-20,"Tignanello, Toscana",2013,Antinori,1095391,Tuscany
10953912012,Jan-20,"Tignanello, Toscana",2012,Antinori,1095391,Tuscany
10953912011,Jan-20,"Tignanello, Toscana",2011,Antinori,1095391,Tuscany
10953912010,Jan-20,"Tignanello, Toscana",2010,Antinori,1095391,Tuscany
10953912009,Jan-20,"Tignanello, Toscana",2009,Antinori,1095391,Tuscany
10953912008,Jan-20,"Tignanello, Toscana",2008,Antinori,1095391,Tuscany
10953912007,Jan-20,"Tignanello, Toscana",2007,Antinori,1095391,Tuscany
10984351999,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",1999,Giacomo Conterno,1098435,Piedmont
10984352000,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2000,Giacomo Conterno,1098435,Piedmont
10984352001,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2001,Giacomo Conterno,1098435,Piedmont
10984352002,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2002,Giacomo Conterno,1098435,Piedmont
10984352004,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2004,Giacomo Conterno,1098435,Piedmont
10984352005,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2005,Giacomo Conterno,1098435,Piedmont
10984352006,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2006,Giacomo Conterno,1098435,Piedmont
10984352008,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2008,Giacomo Conterno,1098435,Piedmont
10984352010,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2010,Giacomo Conterno,1098435,Piedmont
10984352013,Jan-20,"Giacomo Conterno, Barolo, Monfortino Riserva",2013,Giacomo Conterno,1098435,Piedmont
11102012017,Jan-20,"Auguste Clape, Cornas",2017,Auguste Clape,1110201,Rhone
11102012016,Jan-20,"Auguste Clape, Cornas",2016,Auguste Clape,1110201,Rhone
11102012015,Jan-20,"Auguste Clape, Cornas",2015,Auguste Clape,1110201,Rhone
11102012014,Jan-20,"Auguste Clape, Cornas",2014,Auguste Clape,1110201,Rhone
11102012013,Jan-20,"Auguste Clape, Cornas",2013,Auguste Clape,1110201,Rhone
11102012012,Jan-20,"Auguste Clape, Cornas",2012,Auguste Clape,1110201,Rhone
11102012011,Jan-20,"Auguste Clape, Cornas",2011,Auguste Clape,1110201,Rhone
11102012010,Jan-20,"Auguste Clape, Cornas",2010,Auguste Clape,1110201,Rhone
11102012009,Jan-20,"Auguste Clape, Cornas",2009,Auguste Clape,1110201,Rhone
11102012008,Jan-20,,2008,,1110201,
11083872017,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2017,Famille Perrin,1108387,Rhone
11083872016,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2016,Famille Perrin,1108387,Rhone
11083872015,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2015,Famille Perrin,1108387,Rhone
11083872014,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2014,Famille Perrin,1108387,Rhone
11083872013,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2013,Famille Perrin,1108387,Rhone
11083872012,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2012,Famille Perrin,1108387,Rhone
11083872011,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2011,Famille Perrin,1108387,Rhone
11083872010,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2010,Famille Perrin,1108387,Rhone
11083872009,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2009,Famille Perrin,1108387,Rhone
11083872008,Jan-20,"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2008,Famille Perrin,1108387,Rhone
11084042017,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2017,Famille Perrin,1108404,Rhone
11084042016,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2016,Famille Perrin,1108404,Rhone
11084042015,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2015,Famille Perrin,1108404,Rhone
11084042014,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2014,Famille Perrin,1108404,Rhone
11084042013,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2013,Famille Perrin,1108404,Rhone
11084042012,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2012,Famille Perrin,1108404,Rhone
11084042011,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2011,Famille Perrin,1108404,Rhone
11084042010,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2010,Famille Perrin,1108404,Rhone
11084042009,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2009,Famille Perrin,1108404,Rhone
11084042007,Jan-20,"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2007,Famille Perrin,1108404,Rhone
11097042017,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2017,M. Chapoutier,1109704,Rhone
11097042016,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2016,M. Chapoutier,1109704,Rhone
11097042015,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2015,M. Chapoutier,1109704,Rhone
11097042014,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2014,M. Chapoutier,1109704,Rhone
11097042013,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2013,M. Chapoutier,1109704,Rhone
11097042012,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2012,M. Chapoutier,1109704,Rhone
11097042011,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2011,M. Chapoutier,1109704,Rhone
11097042010,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2010,M. Chapoutier,1109704,Rhone
11097042009,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2009,M. Chapoutier,1109704,Rhone
11097042008,Jan-20,"M. Chapoutier, Ermitage, Le Pavillon",2008,M. Chapoutier,1109704,Rhone
11104872017,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2017,Clos des Papes,1110487,Rhone
11104872016,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2016,Clos des Papes,1110487,Rhone
11104872015,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2015,Clos des Papes,1110487,Rhone
11104872014,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2014,Clos des Papes,1110487,Rhone
11104872013,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2013,Clos des Papes,1110487,Rhone
11104872012,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2012,Clos des Papes,1110487,Rhone
11104872011,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2011,Clos des Papes,1110487,Rhone
11104872010,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2010,Clos des Papes,1110487,Rhone
11104872009,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2009,Clos des Papes,1110487,Rhone
11104872008,Jan-20,"Clos des Papes, Chateauneuf-du-Pape, Rouge",2008,Clos des Papes,1110487,Rhone
11100122016,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2016,Domaine Jean Louis Chave,1110012,Rhone
11100122015,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2015,Domaine Jean Louis Chave,1110012,Rhone
11100122014,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2014,Domaine Jean Louis Chave,1110012,Rhone
11100122013,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2013,Domaine Jean Louis Chave,1110012,Rhone
11100122012,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2012,Domaine Jean Louis Chave,1110012,Rhone
11100122011,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2011,Domaine Jean Louis Chave,1110012,Rhone
11100122010,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2010,Domaine Jean Louis Chave,1110012,Rhone
11100122009,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2009,Domaine Jean Louis Chave,1110012,Rhone
11100122008,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2008,Domaine Jean Louis Chave,1110012,Rhone
11100122007,Jan-20,"Domaine Jean Louis Chave, Hermitage, Rouge",2007,Domaine Jean Louis Chave,1110012,Rhone
11131982015,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2015,E. Guigal,1113198,Rhone
11131982014,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2014,E. Guigal,1113198,Rhone
11131982013,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2013,E. Guigal,1113198,Rhone
11131982012,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2012,E. Guigal,1113198,Rhone
11131982011,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2011,E. Guigal,1113198,Rhone
11131982010,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2010,E. Guigal,1113198,Rhone
11131982009,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2009,E. Guigal,1113198,Rhone
11131982008,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2008,E. Guigal,1113198,Rhone
11131982007,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2007,E. Guigal,1113198,Rhone
11131982006,Jan-20,"E. Guigal, Cote Rotie, La Landonne",2006,E. Guigal,1113198,Rhone
11131722015,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2015,E. Guigal,1113172,Rhone
11131722014,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2014,E. Guigal,1113172,Rhone
11131722013,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2013,E. Guigal,1113172,Rhone
11131722012,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2012,E. Guigal,1113172,Rhone
11131722011,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2011,E. Guigal,1113172,Rhone
11131722010,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2010,E. Guigal,1113172,Rhone
11131722009,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2009,E. Guigal,1113172,Rhone
11131722008,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2008,E. Guigal,1113172,Rhone
11131722007,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2007,E. Guigal,1113172,Rhone
11131722006,Jan-20,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2006,E. Guigal,1113172,Rhone
11135632017,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2017,Paul Jaboulet Aine,1113563,Rhone
11135632016,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2016,Paul Jaboulet Aine,1113563,Rhone
11135632015,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2015,Paul Jaboulet Aine,1113563,Rhone
11135632014,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2014,Paul Jaboulet Aine,1113563,Rhone
11135632013,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2013,Paul Jaboulet Aine,1113563,Rhone
11135632012,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2012,Paul Jaboulet Aine,1113563,Rhone
11135632011,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2011,Paul Jaboulet Aine,1113563,Rhone
11135632010,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2010,Paul Jaboulet Aine,1113563,Rhone
11135632009,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2009,Paul Jaboulet Aine,1113563,Rhone
11135632007,Jan-20,"Paul Jaboulet Aine, Hermitage, La Chapelle Rouge",2007,Paul Jaboulet Aine,1113563,Rhone
